,ring_metal,Overall Condition,Gemstone Weights (carats),Ring Price (usd),Ring Gross Weight (grams),Ring Size,Diamond Average Color,Diamond Average Clarity,Diamond Shapes,Gems Shapes,Gem Average Clarity,Gem Type
880,"Ceylon Sapphire, Diamond, Platinum ", Very Good,[10.17  0.75],1875000.0,11.1,7.0, G-H-I, VS,[' Full-cut'],[' Round'],,[' Natural Corundum']
881,"Burma Ruby, Diamond, Platinum, Gold ", Very Good,[17.2  1.1],1875000.0,13.52,, G-H-I, VS,"[' Baguette, Tapered-Baguette']",[' Cushion Cabochon'],,[' Natural Corundum']
882,"Fancy Deep Brownish Yellow Diamond, Colored Diamond, White Gold ", Very Good,[6.16 0.3 ],1875000.0,4.03,7.0,, SI,"[' Pear', ' Oval']",[],,[]
883,"Diamond, Platinum ", Very Good,[1.92 0.2  0.65],1875000.0,6.6,7.0, G-H-I, VVS,"[' Round Brilliant-cut, Tapered Baguette-cut, Single-cut', ' Round Brilliant']",[],,[]
884,"Diamond, White Gold ", Very Good,[3.95],1875000.0,4.17,7.0, M+, SI,"[' Round Brilliant-cut', ' Round Brilliant-cut']",[],,[]
885,"Ceylon Sapphire, Diamond, Gold ", Very Good,[25.6  0.8  0.7],1875000.0,17.6,7.0, G-H-I, VS,[' Tapered Baguette-cut'],"[' Cushion Modified Brilliant-cut, Round-cut', ' Cushion Modified Brilliant-cut']",,"[' Sapphire', ' Corundum']"
886,"Paraiba Tourmaline, Diamond, White Gold ", Very Good,[31.68  4.28],1875000.0,21.44,, G-H-I, VS,[' Full-cut'],[],,[]
887,"Ruby, Diamond, Platinum, Gold ", Very Good,[17.15  1.49],1875000.0,10.5,6.0, G-H-I, SI,[' Half-moon'],[' Sugarloaf Cabochon'], Good,[' Ruby']
888,"Colombian Emerald, Diamond, Gold ", Good,[9.9  1.75 2.  ],1875000.0,14.4,7.0, G-H-I, SI,"[' Full-cut, Baguette-cut']",[],,[]
889,"Diamond, Gold ", Very Good,[3.52 2.1 ],1875000.0,10.4,5.0, M+, SI,"[' European-cut, Baguette-cut, Full-cut']",[],,[]
890,"Diamond, Gold ", Very Good,[3.52 2.1 ],1875000.0,10.4,5.0, M+, SI,"[' European-cut, Baguette-cut, Full-cut']",[],,[]
891,"Diamond, Platinum ", Very Good,[3.53 0.3 ],1875000.0,5.86,6.0, J-K-L, VS,"[' Pear-shaped, Tapered Baguette-cut']",[],,[]
892,"Sapphire, Diamond, Platinum ", Very Good,[5.69 0.95],1875000.0,8.92,6.0, J-K-L, SI,[' Half-moon-shaped'],[' Oval'], Fine,[' Sapphire']
893,"Colombian Emerald, Diamond, Platinum, Gold ", Very Good,[8.24],1875000.0,7.9,7.0, G-H-I, VS,[' European-cut'],[' Square-shaped'], Fine,[' Emerald']
894,"Ruby, Diamond, Platinum ", Very Good,[4.68 2.42],1875000.0,7.6,6.0, G-H-I, SI,[' Full-cut'],[' Oval-shaped'], Fine,[' Ruby']
895,"Diamond, Platinum ", Very Good,[2.56 3.56],1875000.0,6.4,, D-E-F, VVS,"[' Square Modified Brilliant-cut, Triangle-cut']",[],,[]
896,"Emerald, Diamond, White Gold ", Very Good,[],1875000.0,,7.0, G-H-I, VS,[' Marquise-shaped'],[],,[' Emerald']
897,"Sapphire, Diamond, White Gold ", Very Good,[7.75 2.  ],1875000.0,8.9,6.0, G-H-I, SI,[' Full-cut'],[' Square Cushion-cut'], Good,[' Sapphire']
898,"Diamond, Platinum ", Very Good,[2.06],1875000.0,6.3,4.0, D-E-F, VS,[' Square Emerald-cut'],[],,[]
899,"Paraiba Tourmaline, Diamond, White Gold ", Very Good,[31.68  4.28],1875000.0,21.44,, G-H-I, VS,[' Full-cut'],[],,[]
900,"Cartier Emerald, Diamond, Gold ", Very Good,[],1875000.0,,7.0, G-H-I, SI,[' Tapered Baguette-cut'],[' Pear-shaped'], Good,[' Emerald']
901,"Sapphire, Diamond, Gold ", Very Good,[13.  2.],1875000.0,12.48,7.0, G-H-I, VS,[' Full-cut'],[' Cushion-shaped'], Good,[' Sapphire']
902,"Sapphire, Diamond, White Gold ", Excellent,[11.15  2.61],1875000.0,12.43,6.0, G-H-I, VS,[' Full-cut'],[],,[]
903,"Emerald, Diamond, Platinum, Gold ", Very Good,[13.1  5. ],1852250.0,13.7,4.0, G-H-I, VS,"[' Full-cut, Pear-cut']",[' Rectangular-shaped'], Good,[' Emerald']
904,"Diamond, Platinum ", Good,[2.64 0.3 ],1812500.0,5.0,5.0, G-H-I, VS,"[' Tapered Baguette', ' Emerald-cut']",[],,[]
905,"Diamond, Platinum ", Very Good,[3.96],1812500.0,7.44,, J-K-L, VS,"[' Marquise, Baguette', ' Marquise']",[],,[]
906,"Diamond, Platinum ", Very Good,[2.65 1.2 ],1800000.0,10.0,5.0, G-H-I, VS,"[' Full-cut', ' Cut-Cornered Rectangular Modified Brilliant']",[],,[]
907,"Alexandrite, Diamond, White Gold ", Very Good,[12.27  0.85],1800000.0,14.3,, G-H-I, VS,[' Full-cut'],"[' Octagonal Modified Brilliant-cut', ' Octagonal Modified Brilliant-cut']",,"[' Alexandrite', ' Chrysoberyl']"
908,"Diamond, Platinum, Gold ",,[2.26 0.3 ],1800000.0,14.3,6.0, D-E-F, VS,"[' Round Brilliant-cut, Full-cut', ' Round Brilliant']",[],,[]
909,"Diamond, Platinum ", Very Good,[],1792500.0,17.2,7.0,,,[],[],,[]
910,"Art Deco Diamond, Platinum ",,[],1792500.0,6.2,5.0,,,[' Old European cut'],[],,[]
911,"Diamond, White Gold ", Good,[4.01 1.  ],1750000.0,6.9,8.0, J-K-L, VS,"[' Round, Square Brilliant', ' Round Brilliant']",[],,[]
912,"Art Deco Sapphire, Diamond, Platinum ", Very Good,[2.75 4.  ],1750000.0,7.4,7.0, J-K-L, VS,[' European'],[' Oval'],,[' Natural Corundum']
913,"Gentlemen's Diamond, Gold ", Good,[5.08 2.   0.5 ],1750000.0,44.6,8.0, J-K-L, SI,"[' Full-cut, Tapered Baguette', ' Round Brilliant']",[],,[]
914,"Burma Ruby, Diamond, Platinum, White Gold ", Very Good,[1.85 1.6  0.15],1750000.0,6.0,6.0, G-H-I, SI,"[' European, Baguette-cut']",[' Square Cushion'],,[' Natural Corundum']
915,"Colombian Emerald, Diamond, Platinum, Gold ", Very Good,[1.95 1.1 ],1750000.0,5.3,6.0, G-H-I, VS,[' Triangle'],[],,[' Natural Emerald']
916,"Jadeite Jade, Diamond, Platinum ", Very Good,[2.45],1750000.0,14.1,7.0, G-H-I, VS,[' Baguette-cut'],[' Oval Double Cabochon'],,[' Jadeite Jade']
917,"Colombian Emerald, Diamond, Platinum, Gold ", Very Good,[2.  1.1],1750000.0,5.3,6.0, G-H-I, VS,[' triangle'],[' Octagonal step-cut'],,[' Natural Emerald']
918,"Gentleman's Diamond, Platinum ", Very Good,[5.],1750000.0,33.0,6.0,,,[' Cut-Cornered Rectangular Modified Brilliant'],[],,[]
919,"Diamond, Gold ", Very Good,[2.51],1750000.0,6.4,7.0,,,[' Round'],[],,[]
920,"Diamond, Platinum ", Very Good,[3.01],1750000.0,6.2,5.0, D-E-F, SI,"[' Radiant', ' rectangular modified brilliant-cut']",[],,[]
921,"Diamond, Platinum ", Very Good,[1.5   1.468],1750000.0,8.6,5.0, D-E-F, VVS,"[' Round Brilliant-cut', ' Round Brilliant', ' Round Brilliant', ' Round Brilliant']",[],,[]
922,"Diamond, White Gold ", Very Good,[2.4  0.65],1750000.0,5.57,6.0, G-H-I, VS,"[' Full-cut, Baguette-cut', ' Pear']",[],,[]
923,"Diamond, Platinum ", Very Good,[2.58],1750000.0,4.47,7.0, D-E-F, VS,"[' Emerald-cut, Baguette-cut', ' Emerald-cut']",[],,[]
924,"Diamond, Platinum ", Very Good,[3.7 1. ],1750000.0,10.3,6.0, G-H-I, VS,"[' European-cut, Single-cut']",[],,[]
925,"Diamond, Platinum ", Very Good,[2.04 0.2 ],1750000.0,5.0,4.0, G-H-I, SI,"[' Emerald-cut, Half-Moon', ' Emerald-cut']",[],,[]
926,"Diamond, Platinum ", Very Good,[3.78 0.35],1750000.0,4.81,11.0, M+, VVS,"[' Round Brilliant-cut, Tapered Baguette-cut']",[],,[]
927,"Diamond, White Gold ", Very Good,[3.01],1750000.0,3.3,6.0, J-K-L, VS,[' Round Brilliant-cut'],[],,[]
928,"Diamond, Platinum Eternity Band, Harry Winston",,[6.29],1750000.0,9.5,, D-E-F, VS,[' Round brilliant-cut'],[],,[]
929,"Alexandrite, Diamond, Platinum ", Very Good,[2.41 0.52],1750000.0,8.7,6.0, D-E-F, VVS,[' Tapered Baguette-cut'],[' Emerald-cut'], Fine,[' Alexandrite']
930,"Precision Set Diamond, Platinum ", Excellent,[],1750000.0,,5.0, D-E-F, VVS,[' Round Brilliant-cut'],[],,[]
931,"Diamond, Platinum ", Very Good,[2.25 0.85 0.75],1750000.0,9.2,6.0, J-K-L, VS,"[' Round Brilliant-cut, Full-cut, Baguette-cut']",[],,[]
932,"Sapphire, Diamond, White Gold ", Very Good,[7.64 1.7 ],1750000.0,10.93,6.0, G-H-I, SI,[' Full-cut'],[],,[]
933,"Art Deco Star Sapphire, Diamond, Platinum ", Good,[40.    0.5   0.85],1750000.0,16.9,6.0, G-H-I, SI,"[' Triangle-shaped, Full-cut, Baguette-cut, Tapered Baguette-cut']",[' Cabochon'], Good,[' Star Sapphire']
934,"Diamond, Platinum ", Very Good,[2.53 1.22  nan],1750000.0,15.09,5.0, G-H-I, VS,"[' Marquise-shaped, Baguette-cut, Full-cut']",[],,[]
935,"Diamond, Platinum, White Gold ", Very Good,[4.8 1.4 6.2],1750000.0,10.4,, G-H-I, VS,"[' Marquise-cut, Full-cut']",[],,[]
936,"Diamond, Gold ", Excellent,[3.05 0.75 3.8 ],1750000.0,8.0,6.0, M+, VS,"[' Round-Brilliant-cut, Full-cut']",[],,[]
937,"Ceylon Yellow Sapphire, Diamond, Platinum, Gold ", Very Good,[22.6   1.15  0.6 ],1700000.0,18.3,6.0, G-H-I, SI,"[' pear, full-cut']",[' Oval'],,[' Yellow Sapphire']
938,"Diamond, Gold Wedding ", Very Good,[2.51],1687500.0,58.62,,,,[' Round Brilliant'],[],,[]
939,"Diamond, Gold ", Very Good,[5.1  0.85],1687500.0,6.1,6.0, G-H-I, I,"[' Full-cut', ' Pear']",[],,[]
940,"Diamond, Synthetic Sapphire, Platinum ", Very Good,[2.91 1.1 ],1687500.0,7.3,, G-H-I, VS,"[' Full-cut', ' Round Brilliant']",[],,[]
941,"Diamond, Gold ", Very Good,[2.96],1687500.0,6.9,6.0, G-H-I, SI,"[' Round Brilliant-cut', ' Round Brilliant']",[],,[]
942,"Kashmir Sapphire, Diamond, Platinum ", Very Good,[1.93 0.25],1687500.0,5.3,6.0, G-H-I, VS,[' Triangle-cut'],[' Oval Mixed-cut'],,"[' Sapphire', ' Corundum']"
943,"Colombian Emerald, Diamond, Platinum ", Very Good,[1.15 1.3 ],1687500.0,6.1,5.0, G-H-I, VS,[' Full-cut'],"[' Emerald-cut', ' Emerald-cut']",,"[' Emerald', ' Emerald']"
944,"Sapphire, Diamond, Platinum ", Very Good,[6.73 1.25],1687500.0,9.56,6.0, G-H-I, VS,[' Half-Moon-cut'],[' Emerald-cut'], Fine,[' Sapphire']
945,"Colored Diamond, Black Onyx, Gold ", Very Good,[2.8],1687500.0,11.22,,, VS,[' Full-cut'],[],,[]
946,"Diamond, Platinum ", Very Good,[3.6 1. ],1687500.0,9.37,5.0, M+, SI,"[' Round Brilliant-cut, Tapered Baguette-cut']",[],,[]
947,"Sapphire, Gold ", Very Good,[10.7],1687500.0,19.36,6.0,,,[],[],,[]
948,"Diamond, Platinum ", Very Good,[2.01 0.45],1673000.0,6.3,3.0, G-H-I, VS,"[' Pear-cut, Tapered Baguette-cut']",[],,[]
949,"Diamond, Platinum, White Gold ", Very Good,[2.06 0.2  0.6 ],1673000.0,10.18,7.0, G-H-I, VS,"[' Round Brilliant-cut, Tapered Baguette-cut, Full-cut']",[],,[]
950,"Emerald, Diamond, Gold ", Very Good,[48.   2.5  3.5  6. ],1673000.0,32.1,6.0, G-H-I, SI,"[' Full-cut, Baguette-cut']",[],,[]
951,"Diamond, Colored Diamond, Gold, Platinum ", Very Good,[2.17 1.75 5.52],1673000.0,11.55,, G-H-I, VS,"[' Rectangular Modified Brilliant, Full-cut']",[],,[]
952,"Fancy Yellow Diamond, Diamond, Platinum, Gold ", Very Good,[2.69 0.6 ],1673000.0,6.75,5.0, D-E-F, VS,[' Rectangular-cut'],[],,[]
953,"Fancy Yellow Diamond, Diamond, Platinum, Gold ", Excellent,[2.09 1.02 0.82 4.74],1673000.0,8.7,6.0, G-H-I, VS,"[' Rectangular-cut, Radiant-cut Full-cut']",[],,[]
954,"Diamond, Platinum ", Very Good,[1.11 1.13],1625000.0,6.8,6.0,,,"[' Round Brilliant', ' Round Brilliant', ' Round Brilliant']",[],,[]
955,"Diamond, Gold ", Good,[3.01],1625000.0,5.9,6.0,,,[' Round Brilliant'],[],,[]
956,"Sapphire, Diamond, Platinum ", Good,[8.61 1.1 ],1625000.0,10.1,5.0, G-H-I, VS,[' Baguette'],[' Oval'],,[' Natural Corundum']
957,"Tanzanite, Diamond, Platinum ", Very Good,[16.28  1.56],1625000.0,16.2,7.0, G-H-I, SI,[' heart-shape'],[' Emerald-cut'],,[' Tanzanite']
958,"Diamond, Platinum, Gold ", Very Good,[9.],1625000.0,29.2,7.0, G-H-I, VS,[' full-cut'],[],,[]
959,"Gentleman's Cat's-Eye Chrysoberyl, Diamond, Gold ", Very Good,[16.75  0.9 ],1625000.0,16.3,8.0, G-H-I, VS,[' Emerald-cut'],[' Cabochon'],,"["" Cat's-Eye Chrysoberyl""]"
960,"Gentleman's Diamond, Platinum ", Very Good,[6.35 0.65],1625000.0,21.5,13.0, J-K-L, I,"[' Round Brilliant, Triangle-shaped']",[],,[]
961,"Burma Spinel, Diamond, Platinum, Gold ", Very Good,[4.77 0.6 ],1625000.0,6.2,7.0, G-H-I, VS,[' Baguette-cut'],[' Oval'],,[' Natural Spinel']
962,"Diamond, Coral, Black Onyx, Platinum ", Very Good,[2.75 0.4 ],1625000.0,8.4,6.0, J-K-L, SI,"[' Cushion, European']",[' Carved'],,"[' Coral, Black Onyx']"
963,"Diamond, Platinum, Gold ", Very Good,[3.   0.85],1625000.0,19.2,5.0, G-H-I, SI,"[' Radiant-cut', ' Round Brilliant']",[],,[]
964,"Diamond, Gold ", Very Good,[3.79],1625000.0,4.1,6.0,,,[' Round Brilliant'],[],,[]
965,"Diamond, Platinum ", Very Good,[1.6 0.3],1625000.0,5.1,7.0, D-E-F, VS,"[' Pear, Tapered Baguette']",[],,[]
966,"Colored Diamond, Gold ", Very Good,[1.04 0.45],1625000.0,5.1,5.0,, SI,"[' Full-cut', ' Marquise Brilliant']",[],,[]
967,"Diamond, Gold ", Good,[3.92 2.  ],1625000.0,20.3,7.0, G-H-I, VS,"[' full-cut', ' Emerald Cut']",[],,[]
968,"Diamond, Gold ", Very Good,[4.24 1.2 ],1625000.0,7.2,7.0, G-H-I, VS,"[' Tapered Baguette, Baguette', ' Emerald-cut']",[],,[]
969,"Diamond, White Gold ", Very Good,[2.1],1625000.0,8.1,4.0, D-E-F, VVS,[' Full-cut'],[],,[]
970,"Burma Ruby, Diamond, Platinum, Gold ", Very Good,[25.   1.1],1625000.0,14.0,6.0, G-H-I, VS,[' Marquise-cut'],[' Oval Cabochon'],,[' Natural Corundum']
971,"Diamond, Platinum ",,[3.01 0.5 ],1625000.0,15.2,6.0, G-H-I, VS,"[' Oval-shaped, Full-cut', ' Oval']",[],,[]
972,"Jadeite Jade, Diamond, White Gold ", Very Good,[16.75  3.1 ],1625000.0,16.4,, G-H-I, VS,[' Full-cut'],[' Oval-shaped cabochon'],,[' Jadeite Jade']
973,"Sapphire, Diamond, Platinum ", Very Good,[14.83  1.5 ],1625000.0,15.6,, G-H-I, SI,[' Half-Moon-Shaped'],[' Oval-shaped'], Good,[' Sapphire']
974,"Ruby, Diamond, Platinum ", Very Good,[4.04 0.81],1625000.0,5.3,5.0, G-H-I, VS,[' Trapezoid-shaped'],[' Oval-shaped'], Good,[' Ruby']
975,"White Agate, Gold ", Very Good,[],1625000.0,20.2,,,,[],[],,[]
976,"Black Opal, Diamond, Platinum ", Excellent,[8.  1.9],1625000.0,11.6,8.0, G-H-I, VS,"[' Full-cut, Baguette-cut, Hexagon-cut']",[' Oval-shaped Cabochon'], Fine,[' Black Opal']
977,"Diamond, Platinum ", Very Good,[8.5],1625000.0,6.5,, G-H-I, VS,[' Asscher-cut'],[],,[]
978,"Burmese Sapphire, Diamond, White Gold ", Excellent,[5.06 0.89],1625000.0,6.5,6.0, G-H-I, VS,[' Full-cut'],[],,[]
979,"Fancy Yellow Diamond, Gold ", Very Good,[2.69],1625000.0,9.57,8.0,, VS,[' Emerald-cut'],[],,[]
980,"Kurt Wayne Diamond, Platinum ", Very Good,[],1625000.0,,4.0, G-H-I, VS,"[' Emerald-cut, Full-cut, Tapered Baguette-cut']",[],,[]
981,"Diamond, Platinum ", Very Good,[2.75 3.35],1625000.0,5.7,6.0, G-H-I, SI,"[' Cut Cornered Square-modified Brilliant, Full-cut']",[],,[]
982,"Diamond, Platinum ", Very Good,[ 5.01 10.  ],1625000.0,17.2,7.0, J-K-L, SI,"[' Pear-shaped, Oval-shaped']",[],,[]
983,"Sapphire, Diamond, Platinum ", Very Good,[7.41 1.4 ],1625000.0,7.17,6.0, J-K-L, SI,[' Trillion-shaped'],[' Emerald-cut'], Fine,[' Sapphire']
984,"Aquamarine, Diamond, Platinum ", Very Good,[29.3  0.7],1625000.0,20.84,6.0, G-H-I, VS,"[' Trapezoid-cut, Baguette-cut']",[' Emerald-cut'], Good,[' Aquamarine']
985,"Diamond, Platinum ", Excellent,[3.02 1.2 ],1625000.0,6.15,6.0, G-H-I, SI,"[' Pear-shaped, Trilliant-cut']",[],,[]
986,"Light Pink Diamond, Colored Diamond, Gold ", Very Good,[1.11 0.55 2.01],1625000.0,4.1,6.0,, I,"[' Marquise-shaped, Half-moon-shaped, Full-cut']",[],,[]
987,"Sapphire, Diamond, Platinum ", Very Good,[6.8 2. ],1625000.0,7.88,6.0, G-H-I, VS,[' Marquise-cut'],[' Oval-shaped'], Good,[' Sapphire']
988,"Fancy Intense Yellow Diamond, Diamond, Platinum, Gold ", Very Good,[2.01 1.33 2.01],1613250.0,6.6,6.0, G-H-I, VS,[],[],,[]
989,"Diamond, Platinum ", Good,[2.32 0.3  1.  ],1562500.0,10.7,6.0, G-H-I, SI,"[' Baguette', ' Round Brilliant']",[],,[]
990,"Diamond, Gold ", Very Good,[2.47 0.95 0.8 ],1562500.0,10.7,7.0, G-H-I, SI,"[' Full-cut, Pear-shaped', ' Round Brilliant']",[],,[]
991,"Colombian Emerald, Diamond, Platinum, Gold ", Very Good,[7.   1.25],1562500.0,9.4,8.0, G-H-I, I,[' triangular brilliant'],[' Emerald-cut'],,[' Emerald']
992,"Diamond, Platinum ", Very Good,[3.78 0.35],1562500.0,4.81,11.0, M+, VVS,"[' Round Brilliant-cut, Tapered Baguette-cut']",[],,[]
993,"Diamond, Platinum, Gold ", Very Good,[3.  0.7 0.4 4.1],1562500.0,10.8,5.0, J-K-L, SI,"[' Round Brilliant-cut, Full-cut, Tapered Baguette-cut']",[],,[]
994,"Fancy Yellow Diamond, Diamond, White Gold ", Very Good,[2.58 3.3 ],1562500.0,11.6,, G-H-I, VVS,"[' Cut-Cornered Rectangular Modified Brilliant, Radiant']",[],,[]
995,"Alexandrite, Diamond, White Gold ", Very Good,[4.01 0.98],1562500.0,6.74,8.0, G-H-I, SI,[' Full-cut'],[],,[]
996,"Diamond, Gold ", Very Good,[2.06 1.5  3.56],1562500.0,11.42,8.0, G-H-I, SI,"[' Round Brilliant-cut, Radiant-cut']",[],,[]
997,"Diamond, White Gold ", Very Good,[5.95],1562500.0,5.43,7.0, J-K-L, I,[' Round Brilliant-cut'],[],,[]
998,"Diamond, Platinum ", Excellent,[1.51 0.48 1.99],1562500.0,4.8,7.0, D-E-F, VS,"[' Round-Brilliant-cut, Pear-cut']",[],,[]
999,"Diamond, Platinum ", Very Good,[5.  0.4],1553500.0,6.58,6.0, M+, SI,"[' Marquise-cut, Tapered Baguette-cut']",[],,[]
1000,"Jadeite Jade, Diamond, Gold ", Good,[23.36  1.15],1553500.0,11.5,5.0, G-H-I, I,[' Marquise-cut'],[' Oval-shaped double cabochon'], Fine,[' Jade']
1001,"Star Ruby, Ruby, Diamond, Gold ", Good,[14.35  9.15  5.75],1553500.0,29.0,4.0, G-H-I, VS,[' Full-cut'],[],,[]
1002,"Diamond, Gold ", Very Good,[4.5  3.25 7.75],1553500.0,12.15,7.0, J-K-L, I,"[' Pear-cut, Baguette-cut']",[],,[]
1003,"Sapphire, Diamond, Gold ", Excellent,[13.69  0.73],1553500.0,16.65,7.0, D-E-F, VS,[' Full-cut'],[' Cushion'], Fine,[' Sapphire']
1004,"Diamond, Platinum ", Very Good,[1.51 0.5  0.5 ],1553500.0,6.97,5.0, D-E-F, VS,[' Emerald-cut'],[],,[]
1005,"Diamond, Platinum ", Very Good,[5.35 1.45 6.8 ],1553500.0,11.9,5.0, J-K-L, I,"[' Radiant, Full']",[],,[]
1006,"Diamond, Platinum ", Very Good,[4.  0.3],1553500.0,5.2,5.0, J-K-L, VS,"[' Round Brilliant-cut, Baguette']",[],,[]
1007,"Color Change Sapphire, Diamond, Platinum ", Good,[8.1 0.5],1550000.0,7.3,5.0, G-H-I, SI,[' Single-cut'],"[' Oval', ' Oval']",,"[' Color Change Sapphire', ' Natural Color Change Sapphire']"
1008,"Ceylon Pink Sapphire, Diamond, White Gold ", Very Good,[4.1 0.5],1500000.0,4.5,6.0, G-H-I, I,[' Heart'],[' Cushion'],,[]
1009,"Burma Ruby, Diamond, White Gold ", Good,[2.35 4.  ],1500000.0,8.5,, G-H-I, VS,[' Full-cut'],[' Cushion'],,[' Ruby']
1010,"Ceylon Sapphire, Diamond, Platinum, White Gold ", Good,[22.   3.9],1500000.0,15.6,6.0, G-H-I, VS,[' Full-cut'],[' Oval Mixed Cut'],,"[' Natural Corundum, Yellow Sapphire']"
1011,"Emerald, Diamond, Gold ", Very Good,[7.8  1.3  0.75],1500000.0,9.5,6.0, G-H-I, SI,"[' Marquise, Pear']","[' Square', ' Emerald-cut']",,"[' Emerald', ' Natural Beryl, Emerald']"
1012,"Gentlemen's Emerald, Diamond, White Gold ", Very Good,[20.25  2.  ],1500000.0,25.7,7.0, G-H-I, I,[' full'],[' Square Emerald-cut'],,[' Natural Beryl']
1013,"Gentlemen's Diamond, White Gold ", Good,[4.  2.5 3.1 9.6],1500000.0,41.3,9.0, J-K-L, SI,"[' Full-cut', ' Rectangular Modified Brilliant']",[],,[]
1014,"Tanzanite, Diamond, Platinum ", Very Good,[11.87  1.5 ],1500000.0,10.1,7.0, D-E-F, VS,[' Full-cut'],[' Modified Brilliant'],,[' Tanzanite']
1015,"Diamond, Platinum ", Very Good,[2.45],1500000.0,17.6,7.0,,,[' Round Brilliant'],[],,[]
1016,"Diamond, White Gold ", Very Good,[3.4 0.9],1500000.0,7.3,6.0, G-H-I, I,"[' Oval, full-cut', ' Oval']",[],,[]
1017,"Art Deco Emerald, Diamond, Platinum ", Good,[0.7 1.5],1500000.0,3.5,6.0, G-H-I, VS,"[' Marquise-shaped, European-cut']","[' Octagonal, Calibré-cut']",,[' Emerald']
1018,"Diamond, Gold ", Very Good,[2.01 5.2 ],1500000.0,9.7,5.0, G-H-I, VS,"[' full-cut', ' Oval']",[],,[]
1019,"Colombian Emerald, Diamond, White Gold ", Very Good,[3.37 0.65 0.3 ],1500000.0,7.8,6.0, G-H-I, VS,"[' baguette, full-cut']",[' Oval Brilliant'],,[' Emerald']
1020,"Diamond, Ruby, Gold ", Very Good,[2.03 0.85],1500000.0,9.0,6.0, G-H-I, SI,"[' baguette, full-cut', ' Round Brilliant']",[' Cabochon'],,[' Ruby']
1021,"Diamond, Gold ", Very Good,[3.58],1500000.0,7.4,5.0,,,[' Round Brilliant'],[],,[]
1022,"Emerald, Diamond, White Gold ", Very Good,[6.5 1. ],1500000.0,8.02,6.0, J-K-L, SI,[' Triangle'],[' Emerald-cut'],,[' Natural Beryl']
1023,"Fancy Brownish-Yellow Diamond, Diamond, Platinum, White Gold ", Very Good,[5.02 1.25 0.85],1500000.0,14.02,4.0, J-K-L, SI,"[' Full-cut', ' Cut-Cornered Modified Rectangular Brilliant']",[],,[]
1024,"Tsavorite Garnet, Diamond, Gold ", Very Good,[2.35 0.3 ],1000.0,9.9,4.0, G-H-I, SI,[' Full-Cut'],[' Square'],,[' Tsavorite Garnet']
1025,"Diamond, White Gold ", Very Good,[1.07],1500000.0,11.4,5.0, D-E-F, VVS,[' full-cut'],[],,[]
1026,"Jadeite Jade, Diamond, Platinum ", Very Good,[5.15 0.9 ],1500000.0,6.2,4.0, G-H-I, VS,[' Full-cut'],"[' Oval Cabochon', ' Oval Cabochon']",,"[' Jadeite Jade', ' Jadeite Jade']"
1027,"Diamond, Gold ", Very Good,[3.51],1500000.0,8.0,6.0, J-K-L, VS,"[' European-cut, Baguette-cut', ' European-cut']",[],,[]
1028,"Diamond, Platinum, Gold ", Very Good,[7.5],1500000.0,37.0,6.0, G-H-I, VS,"[' full-cut, baguette-cut']",[],,[]
1029,"Star Sapphire, Diamond, Platinum, Gold ", Very Good,[14.7  3.5],1500000.0,27.1,7.0, D-E-F, VS,[' Full-cut'],[],,[]
1030,"Art Deco Diamond, White Gold ", Very Good,[2.78],1500000.0,3.8,4.0, J-K-L, SI,[' European-cut'],[],,[]
1031,"Black Opal, Diamond, Platinum ", Very Good,[7.5 0.6],1500000.0,8.7,6.0, G-H-I, VS,[' Full-cut'],[' Oval-shaped Cabochon'],,[' Black Opal']
1032,"Diamond, Emerald, Platinum, Gold ", Excellent,[4.95 0.45],1500000.0,23.4,, D-E-F, VS,[' Full-cut'],[' Cabochon'], Fine,[' Emerald']
1033,"Emerald, Diamond, Platinum, Gold ", Excellent,[2.74 1.18],1500000.0,5.1,6.0, G-H-I, VVS,"[' Baguette-cut, Tapered Baguette-cut']",[' Emerald-cut'], Good,[' Emerald']
1034,"Sapphire, Diamond, Platinum ", Very Good,[],1500000.0,,5.0, G-H-I, VS,[' Full-cut'],[' Cushion-shaped'], Fine,[' Sapphire']
1035,"Diamond, White Gold ", Good,[3.  0.3],1500000.0,4.7,7.0, J-K-L, SI,"[' European-cut, single-cut']",[],,[]
1036,"Emerald, Diamond, Gold ", Very Good,[9.23 1.75],1500000.0,11.3,8.0, J-K-L, SI,[' full-cut'],[' sugarloaf'], Good,[' Emerald']
1037,"Art Deco Star Sapphire, Diamond, Platinum ", Very Good,[12.   0.3],1500000.0,21.34,, G-H-I, SI,[' Baguette-cut'],[' Oval-shaped Cabochon'], Good,[' Star Sapphire']
1038,"Fancy Brownish Pink Diamond, White Gold ", Very Good,[1.91],1500000.0,2.83,5.0,, I,[' Pear-shaped'],[],,[]
1039,"Diamond, White Gold ", Very Good,[2.26],1500000.0,4.4,8.0, G-H-I, SI,[' Round Brilliant-cut'],[],,[]
1040,"Jack Kelége Burma Star Sapphire, Diamond, Platinum ", Very Good,[],1500000.0,,, G-H-I, SI,[' Full-cut'],[' Oval-shaped'], Good,[' Star Sapphire']
1041,"Sapphire, Diamond, Platinum ", Very Good,[8.43 0.5 ],1500000.0,6.58,6.0, G-H-I, VS,[' Tapered Baguette-cut'],[' Oval-shaped'],,[' Sapphire']
