,Condition Report,Description,Sold Price
837,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Baguette-cut
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 5181877705
Carat: 3.31
Color: J
Clarity: VVS2
Shape: Pear

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: A classic! Marked 10% IRID PLAT, 340. Shank shows evidence of sizing and wear.","Diamond, Platinum Ring
The ring features a pear-shaped diamond measuring 13.21 x 8.93 x 5.04 mm and weighing 3.31 carats, accented by baguette-cut diamonds weighing a total of approximately 0.55 carat, set in platinum. A GIA report # 5181877705, dated November 13, 2017, stating J color, VVS2 clarity, accompanies the center stone. Gross weight 4.90 grams.
Size: 3-3/4 (sizeable)","SOLD ON MAR 26, 2018 FOR: $20,000.00"
838,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): Mine
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: G.I.A
Certification #: 5182444830
Carat: 2.91
Color: Fancy Yellow, Even
Clarity: VS2
Shape: Old mine

Metals:
Gold

Overall Condition: Very Good
Condition Notes: A stunning diamond ring. Wear to prongs, old repair and re-tipping of some prongs.","Fancy Yellow Diamond, Diamond, Gold Ring
The ring centers a mine-cut diamond measuring 10.05 x 9.54 x 4.32 mm and weighing 2.91 carats, surrounded by mine-cut diamonds weighing a total of approximately 1.20 carats, set in 18k gold. A GIA report # 5182444830, dated June 8, 2017, stating Natural, Fancy Yellow color, Even, VS2 clarity, accompanies the center diamond. Gross weight 5.00 grams.
Size: 6-1/2 (sizeable)","SOLD ON SEP 25, 2017 FOR: $20,000.00"
839,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): European-cut, Single-cut
Count: 26 - 50

Colored Gems:
Type(s): Emerald
Shape(s): Calibré-cut
Count: 1 - 25
Avg Quality: Good

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: A gorgeous ring with the perfect emerald touch. Metal tests as platinum. One emerald has a nick. Center diamond falls in the J-K-L color range.","Art Deco Diamond, Emerald, Platinum Ring
The ring features a European-cut diamond measuring 9.75 - 10.35 x 6.00 mm and weighing approximately 4.00 carats, framed by calibré-cut emeralds weighing a total of approximately 0.40 carat, complemented by European and single-cut diamonds weighing a total of approximately 0.65 carat, set in platinum. Gross weight 5.80 grams.
Size: 6-1/4 (sizeable)

Property Offered Unreserved by Court Order - All Lots Sold AS-IS No Returns Permitted","SOLD ON DEC 6, 2016 FOR: $20,000.00"
840,"Condition Report*:

Overall Condition: Good","Diamond, Synthetic Stone, 18k Gold Rings 1lb 5oz
Property Offered Unreserved by Court Order - All Lots Sold AS-IS No Returns Permitted","SOLD ON DEC 6, 2016 FOR: $20,000.00"
841,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Rose-cut, Pear-shaped Rose-cut
Count: 51 - 75

Colored Gems:
Type(s): Tourmaline
Shape(s): Oval Cabochon
Count: 1 - 25
Avg Quality: Good

Certified Gems:
Gem: 1
Lab: AGL
Certification #: CS 1078110
Shape: Oval Cabochon
Origin: Brazil
Treatment: None
Type: Tourmaline

Metals:
Gold

Overall Condition: Very Good
Condition Notes: A striking paraiba tourmaline ring. Marked 18K. One diamond is chipped. Stone weights provided.","Paraiba Tourmaline, Diamond, Gold Ring, Yossi Harari
The ring features an oval-shaped paraiba tourmaline measuring 20.30 x 13.40 x 9.62 mm and weighing 24.00 carats, enhanced by rose-cut diamonds weighing a total of approximately 5.00 carats, set in 18k gold, marked Yossi. An AGL report # CS 1078110, dated September 8, 2016, stating Natural Paraiba Tourmaline, Origin Brazil, Enhancement: None, accompanies the center stone. Gross weight 24.20 grams.
Size: 7 (sizeable)","SOLD ON DEC 5, 2016 FOR: $20,000.00"
842,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Full-cut
Count: 1 - 25

Colored Gems:
Type(s): Sapphire
Shape(s): Oval-shaped
Count: 1 - 25
Avg Quality: Good

Certified Gems:
Gem: 1
Lab: AGL
Certification #: CS 1078447
Carat: 10.59
Shape: Oval
Origin: Burma (Myanmar)
Type: Corundum

Metals:
Gold

Overall Condition: Very Good
Condition Notes: An impressively large Burma sapphire with a sparkling diamond frame. Marked 750. Sizing may disrupt the European shank. ""S 10.57"" hand-etched inside shank.","Burma Sapphire, Diamond, White Gold Ring
The ring features an oval-shaped sapphire measuring 14.37 x 10.26 x 7.92 mm and weighing 10.57 carats, enhanced by full-cut diamonds weighing a total of approximately 1.85 carats, set in 18k white gold. An AGL report # CS 1078447, dated September 22, 2016, stating Natural Corundum, Origin Burma (Myanmar), No Gemological Evidence of Heat, accompanies the sapphire. Gross weight 10.20 grams.
Size: 6 (sizeable)","SOLD ON DEC 5, 2016 FOR: $20,000.00"
843,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Shape(s): Full-cut
Count: 1 - 25

Colored Gems:
Type(s): Jadeite Jade
Shape(s): Oval-shaped Cabochon
Count: 1 - 25
Avg Quality: Fine

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: PT950, 17536516. Appraised by Tiffany & Co. in 2008 for $37,500. Purchase date 1/31/2003 per consignor's insurance policy.","Lavender Jadeite Jade, Diamond, Platinum Ring, Tiffany & Co.
The ring features an oval-shaped lavender jadeite jade cabochon measuring 16.80 x 13.90 x 8.84 mm and weighing 18.46 carats, enhanced by full-cut diamonds weighing a total of approximately 1.50 carats, set in platinum, marked Tiffany & Co. Gross weight 12.26 grams.
Size: 6 (sizeable)

Property of a Lady","SOLD ON DEC 5, 2016 FOR: $20,000.00"
844,"Condition Report*:
Diamond Average Color: M+
Diamond Certification No: 1172490030
Diamond Lab: GIA
Diamond Average Clarity: VS
Diamond Shapes: Round Brilliant
Diamond Count: 1 - 25
Overall Condition: Very Good
Notes: A scintillating stone. Ring is not marked but tests as platinum.","Diamond, Platinum Ring
The ring features a round brilliant-cut diamond measuring 10.67 - 10.83 x 6.05 mm and weighing 4.17 carats, set in platinum. A GIA Laboratory report # 1172490030, dated February 16, 2016, stating N color, VS2 clarity, accompanies the diamond. Gross weight 5.35 grams.
Size: 7 (sizeable)","SOLD ON APR 19, 2016 FOR: $20,000.00"
845,"Condition Report*:
Diamond Average Color: J-K-L
Diamond Average Clarity: SI
Diamond Shapes: Full-cut
Diamond Count: 1 - 25
Gem Type: Ruby
Gem Certification No: CS 56732
Gem Lab: AGL
Gem Average Clarity: Good
Gem Shape: Oval-shaped
Gem Count: 1 - 25
Overall Condition: Good
Notes: A stunning ruby ring! Ruby has chips, abrasions and surface-reaching inclusions.","Burma Ruby, Diamond, Platinum, Gold Ring
The ring features an oval-shaped ruby measuring 10.90 x 7.75 x 6.48 mm and weighing approximately 4.35 carats, set in 18k gold, enhanced by full-cut diamonds weighing a total of approximately 1.40 carats, set in platinum. An AGL report # CS 56732, dated September 25, 2013, stating Natural Corundum, Ruby, Burma (Myanmar) Origin, Heat Enhancement: None, accompanies the ruby. Gross weight 7.00 grams.
Size: 6 (sizeable)","SOLD ON DEC 7, 2015 FOR: $20,000.00"
846,"Condition Report*:
Diamond Average Color: J-K-L
Diamond Certification No: 6107437761
Diamond Lab: GIA
Diamond Average Clarity: SI
Diamond Shapes: Round Brilliant-cut, Tapered Baguette-cut
Diamond Count: 1 - 25
Overall Condition: Very Good
Notes: Marked 10% IRID PLAT.","Diamond, Platinum Ring
The ring features a round brilliant-cut diamond measuring 9.91 - 10.01 x 6.03 mm and weighing 3.74 carats, enhanced by tapered baguette-cut diamonds weighing a total of approximately 0.20 carat, set in platinum. A GIA Laboratory report # 6107437761, dated November 24, 2008, stating K color, SI1 clarity, accompanies the center stone. Gross weight 4.15 grams.
Size: 6-3/4 (sizeable)

Property of Rancho Bernardo, CA Estate","SOLD ON DEC 7, 2015 FOR: $20,000.00"
847,"Condition Report*:
Designer: David Webb
Diamond Average Color: G-H-I
Diamond Average Clarity: VS
Diamond Shapes: Full-cut, Baguette-cut
Diamond Count: 100+
Gem Type: Emerald
Gem Average Clarity: Fair
Gem Shape: Oval-shaped Cabochon
Gem Count: 1 - 25
Overall Condition: Very Good
Pearl Type: South Sea
Pearl Surface: Slightly Blemished
Pearl Shape: Near Round
Pearl Color: White
Pearl Overtone: Rose
Pearl Luster: Good
Pearl Count: 1
Pearl Size: 13.40 mm
Notes: A fun and flashy cocktail ring which allows for two very different looks between the emerald and the pearl. Marked: ©WEBB® PLAT WEBB. Emerald is set into a 18k white gold base, and the pearl is set into a 14k white gold base. Ring is fitted with a horseshoe stabilizer and mechanism that allows for the emerald or pearl centers to be locked into place. Accompanied by signed inner and outer boxes.","Emerald, South Sea Cultured Pearl, Diamond, Platinum, Gold Ring, David Webb
The ring features full and baguette-cut diamonds weighing a total of approximately 11.50 carats, set in platinum, with two interchangeable centers including an oval-shaped emerald cabochon measuring 17.37 x 14.50 x 8.50 mm and weighing approximately 16.00 carats, and a South Sea cultured pearl measuring 13.40 mm, enhanced by full-cut diamonds weighing a total of approximately 0.70 carat, ring marked Webb. Gross weight 43.10 grams.
Size: 5 (sizeable)

Property of a Prominent Northwest Collector","SOLD ON MAY 4, 2015 FOR: $20,000.00"
848,"Condition Report*:
Designer: Oscar Heyman Bros.
Diamond Average Color: D-E-F
Diamond Average Clarity: VVS
Diamond Shapes: Tapered Baguette-cut
Diamond Count: 26 - 50
Gem Type: Ruby
Gem Certification No: CS 61973
Gem Lab: AGL
Gem Average Clarity: Good
Gem Shape: Mixed Oval-cut
Gem Count: 1 - 25
Overall Condition: Excellent
Notes: This lovely ruby is accompanied by an AGL report stating ""Natural, Burma (Myanmar) origin, Clarity Enhancement: None"". Marked with reference number 35121, maker's mark for Oscar Heyman Bros. and 18k. Gross weight 7.67 grams.","Oscar Heyman Bros. Ruby, Diamond, Gold Ring
18k gold with a 3.01 carat ruby and approximately 2.30 carats total weight of diamonds.
Size: 6-1/2 (sizeable)","SOLD ON SEP 22, 2014 FOR: $20,000.00"
849,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Average Clarity: SI
Diamond Shapes: Single-cut
Diamond Count: 1 - 25
Overall Condition: Very Good
Pearl Type: Natural
Pearl Certification No: 11472984
Pearl Lab: GIA
Pearl Surface: Smooth
Pearl Shape: Button
Pearl Color: White
Pearl Luster: Fair
Pearl Count: 1
Pearl Size: 10.80 x 10.60 x 9.00 mm
Notes: Inscribed 18·3·44. The single-cut diamonds weigh a total of approximately 0.10 carat.","Natural Pearl, Diamond, Platinum-Topped Gold Ring
The ring features a natural pearl measuring 10.80 x 10.60 x 9.00 mm and weighing 7.98 carats, enhanced by single-cut diamonds, set in platinum-topped 10k gold. A GIA Laboratory report # 11472984 dated March 20, 2001 states Natural Pearl. Gross weight 3.96 grams.
Size: 5-3/4 (sizeable)

Property of a San Clemente, CA Gentleman","SOLD ON DEC 9, 2013 FOR: $20,000.00"
850,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Average Clarity: SI
Diamond Shapes: Full-cut
Diamond Count: 76 - 100
Gem Type: Jadeite Jade
Gem Certification No: CS 57609
Gem Lab: AGL
Gem Average Clarity: Good
Gem Shape: Oval-shaped cabochon
Gem Count: 1 - 25
Overall Condition: Good
Notes: A marvelous specimen. Marked 45632 inside shank (last two numbers are hard to distinguish).","Jadeite Jade, Diamond, Gold Ring
The ring features an oval-shaped jadeite jade cabochon measuring 17.60 x 13.40 x 6.15 mm and weighing approximately 11.00 carats, enhanced by full-cut diamonds weighing a total of approximately 3.25 carats, set in 18k gold. An AGL report # CS 57609 dated October 22, 2013 stating Natural Jadeite Jade, Natural Color, No Gemological Evidence of Impregnation Present, accompanies the center stone. Gross weight 14.70 grams.
Size: 6 (not easily sized)","SOLD ON DEC 9, 2013 FOR: $20,000.00"
851,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Color: Fancy Intense Yellow
Diamond Certification No: US 907587201D
Diamond Lab: EGL
Diamond Average Clarity: VS
Diamond Shapes: Radiant-cut, Full-cut
Diamond Count: 26 - 50
Overall Condition: Excellent
Notes: Quite an eye-catching ring. Exact diamond weights provided.","Fancy Intense Yellow Diamond, Diamond, Platinum, Gold Ring
The ring features a radiant-cut yellow diamond measuring 8.20 x 5.90 x 5.00 mm and weighing 2.38 carats, enhanced by radiant-cut yellow diamonds weighing a total of 0.63 carat, accented by full-cut diamonds weighing a total of 0.65 carat, set in platinum and 18k gold. An EGL report # US 907587201D, dated February 7, 2013 stating Natural, Fancy Intense Yellow color, VS1 clarity, accompanies the center diamond. Gross weight 7.45 grams.
Size: 7 (sizeable)","SOLD ON DEC 9, 2013 FOR: $20,000.00"
852,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Average Clarity: SI
Diamond Shapes: Round Brilliant-cut, Tapered Baguette-cut
Diamond Count: 1 - 25
Overall Condition: Very Good
Notes: Beautiful large diamond with nice brightness. Unable to measure the depths of the diamonds due to the nature of the mounting, weights are approximate.","Diamond, White Gold Ring
The ring features a round brilliant-cut diamond measuring 8.50 - 8.45 mm and weighing approximately 2.15 carats, accented by tapered baguette-cut diamonds weighing a total of approximately 0.25 carat, set in 14k white gold. Gross weight 7.50 grams.
Size: 7-3/4 (sizeable)","SOLD ON APR 29, 2013 FOR: $20,000.00"
853,"Condition Report*:
Diamonds:
Avg Color: J-K-L
Avg Clarity: SI
Shape(s): Triangular
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2205638762
Carat: 4.01
Color: H
Clarity: I1
Shape: Square Modified Brilliant

Metals:
Platinum

Overall Condition: Good
Condition Notes: The ring is marked ""A.Aletto PT950 handmade 4.01 1.05"". Stone weights marked.","Diamond, Platinum Ring, Aletto Brothers
The ring features a square modified brilliant-cut diamond measuring 8.34 x 8.25 x 6.70 mm and weighing 4.01 carats, flanked by triangular-cut diamonds measuring 7.00 x 6.80 x 2.60 mm and 7.30 x 6.80 x 2.50 mm and weighing a total of 1.05 carats, set in platinum, marked A. Aletto for Aletto Brothers. A GIA report # 2205638762, dated October 4, 2019, stating H color, l1 clarity, accompanies the center stone. Gross weight 8.90 grams.
Size: 5-3/4 (sizeable)

Property of a Private Massachusetts Collector","SOLD ON DEC 8, 2019 FOR: $19,375.00"
854,"Condition Report*:
Diamonds:

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 10656932
Carat: 2.02
Color: D
Clarity: Internally Flawless
Shape: Marquise

Stone: 2
Lab: GIA
Certification #: 12422718
Carat: 0.51
Color: E
Clarity: VS1
Shape: Marquise

Stone: 3
Lab: GIA
Certification #: 12422729
Carat: 0.51
Color: E
Clarity: VVS1
Shape: Marquise

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: The perfect trio of marquise stones. Ring is marked PLAT, TJ. The two side stones are laser inscribed with the GIA report numbers, 12422729 is visible with a loupe, 12422718 set so the number is not visible with a loupe. Accompanies by a ceramic ring box with ""I love you"" within.","Diamond, Platinum Ring
The ring features a marquise-shaped diamond measuring 12.85 x 6.33 x 4.38 mm and weighing 2.02 carats, flanked by marquise-shaped diamonds measuring 8.94 x 4.22 x 2.30 mm and 9.00 x 4.21 x 2.35 mm, each weighing 0.51 carat, set in platinum. Gross weight 8.17 grams.
Size: 5-3/4 (sizeable)

GIA reports accompany the diamonds:

# 10656932, dated September 3, 2019, stating D color, Internally Flawless clarity, weighing 2.02 carats
# 12422718, dated November 14, 2002, stating E color, VS1 clarity, weighing 0.51 carat
# 12422729, dated November 14, 2002, stating E color, VVS1 clarity, weighing 0.51 carat","SOLD ON DEC 8, 2019 FOR: $19,375.00"
855,"Condition Report*:
Diamonds:

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 5192476650
Carat: 1.85
Color: F
Clarity: VS1
Shape: Round Brilliant

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: An iconic ring from an iconic house. Marked TIFFANY & CO. PT950 19528804 1.85 CT. Accompanied by signed inner and outer box, as well as warranty and Tiffany & Co. diamond certificate.","Diamond, Platinum Ring, Tiffany & Co.
The ring features a round brilliant-cut diamond measuring 7.90 - 7.95 x 4.83 mm and weighing 1.85 carats, set in platinum, marked Tiffany & Co, reference number 19528804. A GIA report # 5192476650, dated June 28, 2018, stating F color, VS1 clarity, accompanies the diamond. Gross weight 5.00 grams.
Size: 6 (sizeable)","SOLD ON OCT 1, 2018 FOR: $19,375.00"
856,"Condition Report*:
Diamond Average Color: J-K-L
Diamond Average Clarity: SI
Diamond Shapes: European-cut, Full-cut, Single-cut
Diamond Count: 26 - 50
Overall Condition: Very Good
Notes: A beautiful wedding set with delicate milgrain edging. Abrasions along the girdle of the center stone, and two small nicks on crown facets. One prong holding the center stone needs to be rebuilt, though the stone is secure.","Diamond, Platinum, White Gold Rings
The ring features a European-cut diamond measuring 9.94 - 9.78 x 5.95 mm and weighing 3.54 carats, enhanced by single-cut diamonds weighing a total of approximately 0.10 carat, set in platinum; together with an 18k white gold band accented by full-cut diamonds weighing a total of approximately 0.15 carat. Gross weight 9.50 grams.
Size: 6 (sizeable)","SOLD ON DEC 9, 2013 FOR: $19,375.00"
